"phecode","phecode_string","sex","leaf","phecode_top","category"
"627.22","Need for Hormone replacement therapy (postmenopausal)","Female",1,"627","genitourinary"
"627.5","Premature menopause and other ovarian failure","Female",1,"627","genitourinary"
"626.13","Irregular menstrual cycle","Female",1,"626","genitourinary"
"626.14","Irregular menstrual bleeding","Female",1,"626","genitourinary"
"626.2","Dysmenorrhea","Female",0,"626","genitourinary"
"626.8","Infertility, female","Female",1,"626","genitourinary"
"626.15","Infertility, female, associated with anovulation","Female",1,"626","genitourinary"
"626.4","Premenstrual tension syndromes","Female",1,"626","genitourinary"
"626.21","Mittelschmerz","Female",1,"626","genitourinary"
"625.1","Dyspareunia","Female",1,"625","genitourinary"
"622.2","Mucous polyp of cervix","Female",1,"622","genitourinary"
"624.9","stress incontinence, female","Female",1,"624.9","genitourinary"
"619.1","Noninflammatory disorders of ovary, fallopian tube, and broad ligament","Female",1,"619","genitourinary"
"619.2","Disorders of uterus, NEC","Female",1,"619","genitourinary"
"619.3","Noninflammatory disorders of cervix","Female",1,"619","genitourinary"
"619.4","Noninflammatory disorders of vagina","Female",1,"619","genitourinary"
"619.5","Noninflammatory disorders of vulva and perineum","Female",1,"619","genitourinary"
"624.1","Dystrophy of female genital tract","Female",1,"624","genitourinary"
"624.2","Atrophy of female genital tract","Female",1,"624","genitourinary"
"634.1","Missed abortion/Hydatidiform mole","Female",1,"634","pregnancy complications"
"634.3","Ectopic pregnancy","Female",1,"634","pregnancy complications"
"635.2","Antepartum hemorrhage, abruptio placentae, and placenta previa","Female",1,"635","pregnancy complications"
"635.3","Placenta previa and abruptio placenta","Female",1,"635","pregnancy complications"
"636.3","Hemorrhage in early pregnancy","Female",1,"636","pregnancy complications"
"642.1","Preeclampsia and eclampsia","Female",1,"642","pregnancy complications"
"636.1","Threatened premature labor","Female",1,"636","pregnancy complications"
"636.2","Early onset of delivery","Female",1,"636","pregnancy complications"
"643.1","Hyperemesis gravidarum","Female",1,"643","pregnancy complications"
"647.1","Infections of genitourinary tract during pregnancy","Female",1,"647.1","pregnancy complications"
"647.3","Major puerperal infection","Female",1,"647.3","pregnancy complications"
"636.8","Cervical incompetence","Female",1,"636","pregnancy complications"
"656.1","Isoimmunization of fetus or newborn","Both",1,"656","pregnancy complications"
"655.1","Abnormality in fetal heart rate or rhythm","Female",1,"655","pregnancy complications"
"681.1","Cellulitis and abscess of fingers/toes","Both",1,"681","dermatologic"
"681.2","Cellulitis and abscess of face/neck","Both",1,"681","dermatologic"
"681.3","Cellulitis and abscess of arm/hand","Both",1,"681","dermatologic"
"681.5","Cellulitis and abscess of leg, except foot","Both",1,"681","dermatologic"
"681.6","Cellulitis and abscess of foot, toe","Both",1,"681","dermatologic"
"681.7","Cellulitis and abscess of trunk","Both",1,"681","dermatologic"
"695.21","Dermatitis herpetiformis","Both",1,"695","dermatologic"
"694.1","Vitiligo","Both",1,"694","dermatologic"
"694.2","Other dyschromia","Both",1,"694","dermatologic"
"695.1","Toxic erythema","Both",1,"695","dermatologic"
"695.2","Bullous dermatoses","Both",0,"695","dermatologic"
"695.8","Other specified erythematous conditions","Both",0,"695","dermatologic"
"695.9","Unspecified erythematous condition","Both",1,"695","dermatologic"
"695.7","Prurigo and Lichen","Both",1,"695","dermatologic"
"694.3","Vascular disorders of skin","Both",1,"694","dermatologic"
"695.22","Pemphigus and pemphigoid","Both",1,"695","dermatologic"
"707.1","Decubitus ulcer","Both",1,"707","dermatologic"
"707.2","Chronic ulcer of leg or foot","Both",1,"707","dermatologic"
"707.3","Chronic ulcer of unspecified site","Both",1,"707","dermatologic"
"689","Disorder of skin and subcutaneous tissue NOS","Both",1,"689","dermatologic"
"704.8","Other specified diseases of hair and hair follicles","Both",1,"704","dermatologic"
"706.3","Seborrhea","Both",1,"706","dermatologic"
"706.8","Other specified diseases of sebaceous glands","Both",1,"706","dermatologic"
"702.4","Degenerative skin disorders","Both",1,"702","dermatologic"
"711.2","Reiter's disease","Both",1,"711","musculoskeletal"
"711.3","Behcet's syndrome","Both",1,"711","musculoskeletal"
"710.11","Acute osteomyelitis","Both",1,"710","musculoskeletal"
"710.12","Chronic osteomyelitis","Both",1,"710","musculoskeletal"
"710.3","Osteopathy resulting from poliomyelitis","Both",1,"710","musculoskeletal"
"836","Traumatic arthropathy","Both",1,"836","injuries & poisonings"
"835","Internal derangement of knee","Both",1,"835","injuries & poisonings"
"740.1","Osteoarthritis; localized","Both",0,"740","musculoskeletal"
"740.12","Osteoarthrosis, localized, secondary","Both",1,"740","musculoskeletal"
"715.2","Ankylosing spondylitis","Both",1,"715","musculoskeletal"
"740.3","Osteoarthrosis involving more than one site, but not specified as generalized","Both",1,"740","musculoskeletal"
"716.1","Unspecified polyarthropathy or polyarthritis","Both",1,"716","musculoskeletal"
"716.2","Unspecified monoarthritis","Both",1,"716","musculoskeletal"
"716.9","Arthropathy NOS","Both",1,"716","musculoskeletal"
"721.2","Spondylosis with myelopathy","Both",1,"721","musculoskeletal"
"721.8","Other allied disorders of spine","Both",1,"721","musculoskeletal"
"722.7","Intervertebral disc disorder with myelopathy","Both",1,"722","musculoskeletal"
"722.8","Postlaminectomy syndrome","Both",1,"722","musculoskeletal"
"722.9","Other and unspecified disc disorder","Both",1,"722","musculoskeletal"
"735.22","Claw toe (acquired)","Both",1,"735","musculoskeletal"
"735.21","Hammer toe (acquired)","Both",1,"735","musculoskeletal"
"735.3","Hallux valgus (Bunion)","Both",1,"735","musculoskeletal"
"735.23","Hallux rigidus","Both",1,"735","musculoskeletal"
"736.4","Genu valgum or varum (acquired)","Both",1,"736","musculoskeletal"
"747.1","Cardiac congenital anomalies","Both",0,"747","congenital anomalies"
"747.2","Congenital anomalies of peripheral vascular system","Both",1,"747","congenital anomalies"
"747.12","Valvular heart disease/ heart chambers","Both",1,"747","congenital anomalies"
"656.3","Endocrine and metabolic disturbances of fetus and newborn","Both",1,"656","pregnancy complications"
"656.2","Respiratory conditions of fetus and newborn","Both",0,"656","pregnancy complications"
"750.11","Esophageal atresia/tracheoesophageal fistula","Both",1,"750","congenital anomalies"
"750.1","Upper gastrointestinal congenital anomalies","Both",0,"750","congenital anomalies"
"750.2","Lower gastrointestinal congenital anomalies","Both",0,"750","congenital anomalies"
"750.13","Congenital anomalies of mouth/tongue","Both",1,"750","congenital anomalies"
"750.14","Congenital anomalies of esophagus","Both",1,"750","congenital anomalies"
"750.15","Congenital anomalies of stomach","Both",1,"750","congenital anomalies"
"750.21","Congenital anomalies of intestine","Both",1,"750","congenital anomalies"
"750.22","Congenital anomaly of gallbladder, bile ducts, liver, pancreas","Both",1,"750","congenital anomalies"
"751.1","Congenital anomalies of genital organs","Both",0,"751","congenital anomalies"
"751.11","Congenital anomalies of female genital organs","Female",1,"751","congenital anomalies"
"751.12","Congenital anomalies of male genital organs","Male",1,"751","congenital anomalies"
"751.2","Congenital anomalies of urinary system","Both",0,"751","congenital anomalies"
"751.21","Cystic kidney disease","Both",1,"751","congenital anomalies"
"751.3","Obstructive genitourinary defect","Both",1,"751","congenital anomalies"
"751.22","Other specified congenital anomalies of kidney","Both",1,"751","congenital anomalies"
"752.1","Neural tube defects","Both",0,"752","congenital anomalies"
"752.11","Spina bifida","Both",1,"752","congenital anomalies"
"752.2","Other specified congenital anomalies of nervous system","Both",1,"752","congenital anomalies"
"747.11","Cardiac shunt/ heart septal defect","Both",1,"747","congenital anomalies"
"747.13","Congenital anomalies of great vessels","Both",1,"747","congenital anomalies"
"749.1","Cleft palate","Both",1,"749","congenital anomalies"
"753.2","Congenital anomalies of posterior segment of eye","Both",1,"753","congenital anomalies"
"755.1","Congenital deformities of feet","Both",1,"755","congenital anomalies"
"740.9","Osteoarthrosis NOS","Both",1,"740","musculoskeletal"
"755.3","Congenital anomaly of fingers/toes","Both",1,"755","congenital anomalies"
"755.61","Congenital hip dysplasia and deformity","Both",1,"755","congenital anomalies"
"755.4","Congenital anomalies of upper limb, including shoulder girdle","Both",1,"755","congenital anomalies"
"755.6","Other congenital anomalies of lower limb, including pelvic girdle","Both",0,"755","congenital anomalies"
"754.1","Lumbosacral spondylolysis, congenital","Both",1,"754","congenital anomalies"
"754.2","Spondylolisthesis, congenital","Both",1,"754","congenital anomalies"
"756.1","Congenital anomalies of abdominal wall; diaphram","Both",1,"756","congenital anomalies"
"756.2","Pectus and other congenital anomalies of ribs/sternum","Both",0,"756","congenital anomalies"
"758.1","Chromosomal anomalies","Both",1,"758","congenital anomalies"
"740.11","Osteoarthrosis, localized, primary","Both",1,"740","musculoskeletal"
"740.2","Osteoarthrosis, generalized","Both",1,"740","musculoskeletal"
"710.19","Unspecified osteomyelitis","Both",1,"710","musculoskeletal"
"741.1","Ankylosis of joint","Both",1,"741","musculoskeletal"
"741.2","Stiffness of joint","Both",1,"741","musculoskeletal"
"741.3","Difficulty in walking","Both",1,"741","musculoskeletal"
"741.4","Joint effusions","Both",1,"741","musculoskeletal"
"741.6","Villonodular synovitis","Both",1,"741","musculoskeletal"
"742.1","Loose body in joint","Both",1,"742","musculoskeletal"
"742.2","Pathological, developmental or recurrent dislocation","Both",1,"742","musculoskeletal"
"723.1","Torticollis","Both",1,"723","musculoskeletal"
"724.2","Disorders of coccyx","Both",1,"724","musculoskeletal"
"724.8","Other symptoms referable to back","Both",1,"724","musculoskeletal"
"724.9","Other unspecified back disorders","Both",1,"724","musculoskeletal"
"736.2","Acquired deformities of finger","Both",1,"736","musculoskeletal"
"736.5","Acquired deformities of knee","Both",1,"736","musculoskeletal"
"736.1","Acquired deformities of forearm","Both",1,"736","musculoskeletal"
"736.3","Acquired deformities of hip","Both",1,"736","musculoskeletal"
"736.6","Unequal leg length (acquired)","Both",1,"736","musculoskeletal"
"737.1","Kyphosis (acquired)","Both",1,"737","musculoskeletal"
"737.2","Lordosis (acquired)","Both",1,"737","musculoskeletal"
"737.3","Kyphoscoliosis and scoliosis","Both",1,"737","musculoskeletal"
"738.4","Acquired spondylolisthesis","Both",1,"738","musculoskeletal"
"364.9","Cornea replaced by transplant","Both",1,"364","sense organs"
"726.1","Enthesopathy","Both",1,"726","musculoskeletal"
"726.2","Synoviopathy","Both",1,"726","musculoskeletal"
"726.3","Bursitis","Both",1,"726","musculoskeletal"
"726.4","Calcaneal spur; Exostosis NOS","Both",1,"726","musculoskeletal"
"729.3","Panniculitis","Both",1,"729.3","musculoskeletal"
"840.1","Muscle/tendon sprain","Both",1,"840","injuries & poisonings"
"915","Superficial injury without mention of infection","Both",0,"915","injuries & poisonings"
"840.2","Rotator cuff (capsule) sprain","Both",1,"840","injuries & poisonings"
"840.3","Joint/ligament sprain","Both",1,"840","injuries & poisonings"
"841","Sprains and strains of back and neck","Both",1,"841","injuries & poisonings"
"842","Other sprains and strains","Both",1,"842","injuries & poisonings"
"960.1","Adverse effects of antibacterials (not penicillins)","Both",1,"960","injuries & poisonings"
"960.2","Allergy/adverse effect of penicillin","Both",1,"960","injuries & poisonings"
"960.3","Poisoning by antifungal antibiotics","Both",1,"960","injuries & poisonings"
"979","Adverse drug events and drug allergies","Both",1,"979","injuries & poisonings"
"961.1","Poisoning/allergy of sulfonamides","Both",1,"961.1","injuries & poisonings"
"742.9","Other derangement of joint","Both",1,"742","musculoskeletal"
"742.8","Articular cartilage disorder","Both",1,"742","musculoskeletal"
"728.1","Muscular calcification and ossification","Both",1,"728.1","musculoskeletal"
"964.1","Anticoagulants causing adverse effects","Both",1,"964","injuries & poisonings"
"972.6","Antihypertensive agents causing adverse effects","Both",1,"972","injuries & poisonings"
"963.1","Antineoplastic and immunosuppressive drugs causing adverse effects","Both",1,"963","injuries & poisonings"
"994.1","Systemic inflammatory response syndrome (SIRS)","Both",1,"994","injuries & poisonings"
"994.2","Sepsis","Both",0,"994","injuries & poisonings"
"038.1","Gram negative septicemia","Both",1,"038","infectious diseases"
"038.2","Gram positive septicemia","Both",1,"038","infectious diseases"
"090.2","Gonococcal infections","Both",1,"090","infectious diseases"
"090.3","Venereal diseases due to Chlamydia trachomatis","Both",1,"090","infectious diseases"
"071.1","HIV infection, symptomatic","Both",1,"071","infectious diseases"
"079.2","Infectious mononucleosis","Both",1,"079","infectious diseases"
"079.9","Viremia, NOS","Both",1,"079","infectious diseases"
"110.11","Dermatophytosis of nail","Both",1,"110","infectious diseases"
"110.12","Althete's foot","Both",1,"110","infectious diseases"
"110.13","Dermatophytosis of the body","Both",1,"110","infectious diseases"
"110.2","Dermatomycoses","Both",1,"110","infectious diseases"
"117.3","Blastomycotic infection","Both",1,"117","infectious diseases"
"117.4","Aspergillosis","Both",1,"117","infectious diseases"
"132.1","Pediculosis and phthirus infestation","Both",1,"132","infectious diseases"
"130.1","Lyme disease","Both",1,"130","infectious diseases"
"134.1","Intestinal helminthiases","Both",1,"134","infectious diseases"
"686.3","Pilonidal cyst","Both",1,"686.3","dermatologic"
"686.4","Pyogenic granuloma","Both",1,"686.4","dermatologic"
"941","Adverse reaction to serum or vaccine","Both",1,"941","injuries & poisonings"
"949","Allergies, other","Both",1,"949","injuries & poisonings"
"947","Urticaria","Both",1,"947","dermatologic"
"371.21","Allergic conjunctivitis","Both",1,"371","sense organs"
"1002","Symptoms concerning nutrition, metabolism, and development","Both",0,"1002","symptoms"
"705.8","Hyperhidrosis","Both",1,"705.8","dermatologic"
"687","Symptoms affecting skin","Both",0,"687","dermatologic"
"772.1","Muscular wasting and disuse atrophy","Both",1,"772.1","symptoms"
"772.2","Spasm of muscle","Both",1,"772.2","symptoms"
"772.3","Muscle weakness","Both",1,"772.3","symptoms"
"772.4","Rhabdomyolysis","Both",1,"772.4","symptoms"
"772.6","Facial weakness","Both",1,"772.6","symptoms"
"291.4","Specific nonpsychotic mental disorders due to brain damage","Both",1,"291","mental disorders"
"292.1","Aphasia/speech disturbance","Both",0,"292","mental disorders"
"292.2","Mild cognitive impairment","Both",1,"292","mental disorders"
"340.1","Migrain with aura","Both",1,"340","neurological"
"292.3","Memory loss","Both",1,"292","mental disorders"
"292.4","Altered mental status","Both",1,"292","mental disorders"
"292.5","Transient alteration of awareness","Both",1,"292","mental disorders"
"292.6","Hallucinations","Both",1,"292","mental disorders"
"800.1","Fracture of neck of femur","Both",1,"800","injuries & poisonings"
"800.3","Fracture of tibia and fibula","Both",1,"800","injuries & poisonings"
"800.2","Fracture of unspecified part of femur","Both",1,"800","injuries & poisonings"
"800.4","Fracture of patella","Both",1,"800","injuries & poisonings"
"801","Fracture of ankle and foot","Both",0,"801","injuries & poisonings"
"801.1","Fracture of foot","Both",1,"801","injuries & poisonings"
"803.1","Fracture of humerus","Both",1,"803","injuries & poisonings"
"803.2","Fracture of radius and ulna","Both",0,"803","injuries & poisonings"
"804","Fracture of hand or wrist","Both",1,"804","injuries & poisonings"
"809","Fracture of unspecified bones","Both",1,"809","injuries & poisonings"
"819","Skull and face fracture and other intercranial injury","Both",1,"819","injuries & poisonings"
"871.1","Open wound of hand except finger(s)","Both",1,"871","injuries & poisonings"
"870.3","Other open wound of head and face","Both",1,"870","injuries & poisonings"
"870.4","Open wound of nose and sinus","Both",1,"870","injuries & poisonings"
"870.5","Open wound of lip and mouth","Both",1,"870","injuries & poisonings"
"870.6","Open wound of neck","Both",1,"870","injuries & poisonings"
"870.8","Open wound of genital organs","Both",1,"870","injuries & poisonings"
"871.2","Open wound of finger(s)","Both",1,"871","injuries & poisonings"
"872","Traumatic amputation","Both",1,"872","injuries & poisonings"
"871.3","Open wound of foot except toe(s) alone","Both",1,"871","injuries & poisonings"
"871.4","Open wound of toe(s)","Both",1,"871","injuries & poisonings"
"803.21","Colles' fracture","Both",1,"803","injuries & poisonings"
"818.1","Subdural hemorrhage (injury)","Both",1,"818","injuries & poisonings"
"818.2","Subarachnoid hemorrhage (injury)","Both",1,"818","injuries & poisonings"
"850","Hemorrhage or hematoma complicating a procedure","Both",1,"850","injuries & poisonings"
"853","Complication of colostomy or enterostomy","Both",1,"853","injuries & poisonings"
"855","Complication of nervous system device, implant, and graft","Both",1,"855","injuries & poisonings"
"856","Vascular complications of surgery and medical procedures","Both",1,"856","injuries & poisonings"
"857","Mechanical complication of unspecified genitourinary device, implant, and graft","Both",1,"857","injuries & poisonings"
"858","Complication of internal orthopedic device","Both",1,"858","injuries & poisonings"
"859","Complication due to other implant and internal device","Both",1,"859","injuries & poisonings"
"429.9","Cardiac complications, not elsewhere classified","Both",1,"429","circulatory system"
"458.2","Iatrogenic hypotension","Both",1,"458","circulatory system"
"458.9","Hypotension NOS","Both",1,"458","circulatory system"
"519.2","Respiratory complications","Both",1,"519","respiratory"
"695.81","Erythema nodosum","Both",1,"695","dermatologic"
"696.3","Pityriasis","Both",1,"696","dermatologic"
"696.2","Parapsoriasis","Both",1,"696","dermatologic"
"696.4","Psoriasis","Both",0,"696","dermatologic"
"597.2","Urinary complications NEC","Both",1,"597.2","genitourinary"
"536.7","Complications of gastrostomy, colostomy and enterostomy","Both",1,"536","digestive"
"874","Complication of amputation stump","Both",1,"874","injuries & poisonings"
"875","Non-healing surgical wound","Both",1,"875","injuries & poisonings"
"942","Infusion and transfusion reaction","Both",1,"942","injuries & poisonings"
"876","Posttraumatic wound infection not elsewhere classified","Both",1,"876","injuries & poisonings"
"286.9","Abnormal coagulation profile","Both",1,"286","hematopoietic"
"962.1","Adrenal cortical steroids causing adverse effects in therapeutic use","Both",1,"962","injuries & poisonings"
"962.2","Insulins and antidiabetic agents causing adverse effects in therapeutic use","Both",1,"962","injuries & poisonings"
"962.3","Hormones and synthetic substitutes causing adverse effects in therapeutic use","Both",1,"962","injuries & poisonings"
"965.1","Opiates and related narcotics causing adverse effects in therapeutic use","Both",1,"965.1","injuries & poisonings"
"972.2","Antilipemic and antiarteriosclerotic drugs causing adverse effects in therapeutic use","Both",1,"972","injuries & poisonings"
"965.2","Antirheumatics causing adverse effects in therapeutic use","Both",1,"965","injuries & poisonings"
"965.3","Salicylates causing adverse effects in therapeutic use","Both",1,"965","injuries & poisonings"
"972.1","Cardiac rhythm regulators causing adverse effects in therapeutic use","Both",1,"972","injuries & poisonings"
"939.1","Contact and allergic dermatitis of eyelid","Both",1,"939","dermatologic"
"459.1","Hemorrhage NOS","Both",1,"459","circulatory system"
"457.2","Encounter for long-term (current) use of antiplatelets/antithrombotics","Both",1,"457","circulatory system"
"457.3","Encounter for long-term (current) use of aspirin","Both",1,"457","circulatory system"
"440.21","Atherosclerosis of native arteries of the extremities with ulceration or gangrene","Both",1,"440","circulatory system"
"440.22","Atherosclerosis of native arteries of the extremities with intermittent claudication","Both",1,"440","circulatory system"
"187.8","Neoplasm of uncertain behavior of male genital organs","Male",1,"187","neoplasms"
"519.8","Other diseases of respiratory system, NEC","Both",1,"519","respiratory"
"519.9","Symptoms involving respiratory system and other chest symptoms","Both",1,"519","respiratory"
"771.1","Swelling of limb","Both",1,"771.1","symptoms"
"771.2","Cramp of limb","Both",1,"771.2","symptoms"
"743.1","Osteoporosis","Both",0,"743","musculoskeletal"
"731.1","Osteitis deformans [Paget's disease of bone]","Both",1,"731","musculoskeletal"
"743.11","Osteoporosis NOS","Both",1,"743","musculoskeletal"
"743.12","Senile osteoporosis","Both",1,"743","musculoskeletal"
"743.13","Other specified osteoporosis","Both",1,"743","musculoskeletal"
"743.21","Pathologic fracture of vertebrae","Both",1,"743","musculoskeletal"
"743.22","Pathologic fracture of femur","Both",1,"743","musculoskeletal"
"743.2","Pathologic fracture","Both",0,"743","musculoskeletal"
"733.4","Aseptic necrosis of bone","Both",1,"733.4","musculoskeletal"
"743.9","Osteopenia or other disorder of bone and cartilage","Both",1,"743","musculoskeletal"
"743.4","Stress fracture","Both",1,"743","musculoskeletal"
"275.6","Hypercalcemia","Both",1,"275","endocrine/metabolic"
"180.3","Cervical intraepithelial neoplasia [CIN] [Cervical dysplasia]","Female",1,"180","neoplasms"
"418.1","Precordial pain","Both",1,"418.1","circulatory system"
"687.1","Rash and other nonspecific skin eruption","Both",1,"687.1","dermatologic"
"687.2","Localized superficial swelling, mass, or lump","Both",0,"687","dermatologic"
"687.3","Changes in skin texture","Both",1,"687","dermatologic"
"687.4","Disturbance of skin sensation","Both",1,"687.4","dermatologic"
"609","Male infertility and abnormal spermatozoa","Male",0,"609","genitourinary"
"609.1","Infertility, male","Male",0,"609","genitourinary"
"604.1","Redundant prepuce and phimosis/BXO","Male",1,"604","genitourinary"
"604.2","Vascular disorders of penis","Male",1,"604","genitourinary"
"604.3","Peyronie's disease","Male",1,"604","genitourinary"
"603.2","Spermatocele","Male",1,"603","genitourinary"
"609.11","Azoospermia and oligospermia","Male",1,"609","genitourinary"
"609.2","Abnormal spermatozoa","Male",1,"609","genitourinary"
"585.31","Renal dialysis","Both",1,"585","genitourinary"
"585.4","Chronic kidney disease, Stage I or II","Both",1,"585","genitourinary"
"594.3","Calculus of ureter","Both",1,"594","genitourinary"
"218.1","Uterine leiomyoma","Female",1,"218","neoplasms"
"218.2","Other benign neoplasm of uterus","Female",1,"218","neoplasms"
"159.4","Malignant neoplasm of retroperitoneum and peritoneum","Both",1,"159","neoplasms"
"191.11","Cancer of brain","Both",1,"191","neoplasms"
"282.8","Other hemoglobinopathies","Both",1,"282","hematopoietic"
"442.11","Abdominal aortic aneurysm","Both",1,"442","circulatory system"
"286.6","Defibrination syndrome","Both",1,"286","hematopoietic"
"269","Proteinuria","Both",1,"269","endocrine/metabolic"
"585.32","End stage renal disease","Both",1,"585","genitourinary"
"333.1","Essential tremor","Both",1,"333","neurological"
"333.2","Myoclonus","Both",1,"333","neurological"
"333.3","Tics and choreas","Both",1,"333","neurological"
"333.4","Torsion dystonia","Both",1,"333","neurological"
"250.41","Impaired fasting glucose","Both",1,"250","endocrine/metabolic"
"250.42","Other abnormal glucose","Both",1,"250","endocrine/metabolic"
"428.2","Heart failure NOS","Both",1,"428","circulatory system"
"427.5","Arrhythmia (cardiac) NOS","Both",1,"427","circulatory system"
"289.8","Polycythemia, secondary","Both",1,"289","hematopoietic"
"285.8","Hemoglobinuria","Both",1,"285.8","hematopoietic"
"270.38","Other specified disorders of plasma protein metabolism","Both",1,"270","endocrine/metabolic"
"279.8","Other specified disorders involving the immune mechanism","Both",1,"279","endocrine/metabolic"
"504.1","Idiopathic fibrosing alveolitis","Both",1,"504","respiratory"
"251.8","Abnormality of secretion of glucagon or gastrin","Both",1,"251","endocrine/metabolic"
"175","Acquired absence of breast","Female",1,"175","neoplasms"
"174.3","Neoplasm of uncertain behavior of breast","Both",1,"174","neoplasms"
"611","Abnormal findings on mammogram or breast exam","Female",0,"611","genitourinary"
"611.1","Abnormal mammogram","Female",0,"611","genitourinary"
"415.11","Pulmonary embolism and infarction, acute","Both",1,"415","circulatory system"
"415.21","Primary pulmonary hypertension","Both",1,"415","circulatory system"
"612","Breast conditions, congenital or relating to hormones","Both",0,"612","genitourinary"
"611.3","Lump or mass in breast","Female",1,"611","genitourinary"
"613","Other nonmalignant breast conditions","Both",0,"613","genitourinary"
"612.1","Galactorrhea","Female",1,"612","genitourinary"
"612.2","Hypertrophy of breast (Gynecomastia)","Both",1,"612","genitourinary"
"613.5","Mastodynia","Both",1,"613","genitourinary"
"613.7","Other signs and symptoms in breast","Both",1,"613","genitourinary"
"613.1","Inflammatory disease of breast","Both",1,"613","genitourinary"
"612.3","Congenital anomalies of breast","Both",1,"612","genitourinary"
"686.5","Pyoderma","Both",1,"686.5","dermatologic"
"613.8","Other specified disorders of breast","Both",1,"613","genitourinary"
"613.9","Breast disorder NOS","Both",1,"613","genitourinary"
"611.11","Mammographic microcalcification","Female",1,"611","genitourinary"
"301.1","Schizoid personality disorder","Both",1,"301","mental disorders"
"301.2","Antisocial/borderline personality disorder","Both",1,"301","mental disorders"
"443.7","Peripheral angiopathy in diseases classified elsewhere","Both",1,"443","circulatory system"
"443.1","Raynaud's syndrome","Both",1,"443","circulatory system"
"270.11","Disturbances of sulphur-bearing amino-acid metabolism","Both",1,"270","endocrine/metabolic"
"297.1","Suicidal ideation","Both",1,"297","mental disorders"
"286.12","Congenital deficiency of other clotting factors (including factor VII)","Both",1,"286","hematopoietic"
"286.11","Von willebrand's disease","Both",1,"286","hematopoietic"
"362.29","Macular degeneration (senile) of retina NOS","Both",1,"362","sense organs"
"313.3","Autism","Both",1,"313","mental disorders"
"324.1","Jakob-Creutzfeldt disease","Both",1,"324","neurological"
"327.71","Restless legs syndrome","Both",1,"327","neurological"
"334.21","Amyotrophic Lateral Sclerosis","Both",1,"334","neurological"
"365.11","Primary open angle glaucoma","Both",1,"365","sense organs"
"433.32","Moyamoya disease","Both",1,"433","circulatory system"
"530.15","Eosinophilic esophagitis","Both",1,"530","digestive"
"512.8","Cough","Both",1,"512","respiratory"
"512.7","Shortness of breath","Both",1,"512","respiratory"
"697","Sarcoidosis","Both",1,"697","dermatologic"
"691","Congenital anomalies of skin","Both",0,"691","dermatologic"
"691.1","Ichthyosis congenita","Both",1,"691","dermatologic"
"378.2","Nystagmus and other irregular eye movements","Both",1,"378","sense organs"
"327.72","Sleep related leg cramps","Both",1,"327","neurological"
"695.41","Cutaneous lupus erythematosus","Both",1,"695","dermatologic"
"695.42","Systemic lupus erythematosus","Both",1,"695","dermatologic"
"696.41","Psoriasis vulgaris","Both",1,"696","dermatologic"
"696.42","Psoriatic arthropathy","Both",1,"696","dermatologic"
"447.7","Aortic ectasia","Both",1,"447","circulatory system"
"561.1","Diarrhea","Both",0,"561","digestive"
"561.2","Flatulence","Both",0,"561","digestive"
"446.2","Acute febrile mucocutaneous lymph node syndrome (Kawasaki disease)","Both",1,"446","circulatory system"
"333.8","Other degenerative diseases of the basal ganglia","Both",1,"333","neurological"
"728.71","Contracture of palmar fascia [Dupuytren's disease]","Both",1,"728.7","musculoskeletal"
"750.5","Congenital hypertrophic pyloric stenosis","Both",1,"750","congenital anomalies"
"303.31","Gastrointestinal malfunction arising from mental factors","Both",1,"303","mental disorders"
"305.21","Anorexia nervosa","Both",1,"305.2","mental disorders"
"305.2","Eating disorder","Both",0,"305.2","mental disorders"
"300.1","Anxiety disorder","Both",0,"300","mental disorders"
"300.12","Agorophobia, social phobia, and panic disorder","Both",1,"300","mental disorders"
"300.11","Generalized anxiety disorder","Both",1,"300","mental disorders"
"300.4","Dysthymic disorder","Both",1,"300","mental disorders"
"306.1","Mental disorders durring/after pregnancy","Female",1,"306.1","mental disorders"
"300.13","Phobia","Both",1,"300","mental disorders"
"379.5","Disorders of iris and ciliary body","Both",0,"379","sense organs"
"217.1","Nevus, non-neoplastic","Both",1,"217","neoplasms"
"366.3","Traumatic cataract","Both",1,"366","sense organs"
"366.2","Senile cataract","Both",1,"366","sense organs"
"379.51","Pigmentary iris degeneration","Both",1,"379","sense organs"
"224.1","Benign neoplasm of eye, uveal","Both",1,"224","neoplasms"
"370.31","Keratoconjunctivitis sicca","Both",1,"370","sense organs"
"370.3","Keratoconjunctivitis","Both",0,"370","sense organs"
"370.2","Superficial keratitis","Both",1,"370","sense organs"
"370.1","Corneal ulcer","Both",1,"370","sense organs"
"701.3","Circumscribed scleroderma","Both",1,"701","dermatologic"
"701.2","Scar conditions and fibrosis of skin","Both",1,"701","dermatologic"
"701.5","Abnormal granulation tissue","Both",1,"701","dermatologic"
"690.1","Seborrheic dermatitis","Both",1,"690","dermatologic"
"216.1","Screening for malignant neoplasms of the skin","Both",1,"216.1","neoplasms"
"217","Vascular hamartomas and non-neoplastic nevi","Both",0,"217","neoplasms"
"172.11","Melanomas of skin","Both",1,"172","neoplasms"
"691.3","Congenital pigmentary anomalies of skin","Both",1,"691","dermatologic"
"198.7","Secondary malignant neoplasm of skin","Both",1,"198","neoplasms"
"172.22","Squamous cell carcinoma","Both",1,"172","neoplasms"
"172.21","Basal cell carcinoma","Both",1,"172","neoplasms"
